level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,1,3,8,20,4438,1747,137,65,87.878639,"1,121"
5,1,1,3,8,21,4687,1749,65,56,96.86039,16
5,1,1,3,8,22,4855,1754,68,56,96.707428,29
5,1,1,3,8,23,5028,1759,64,53,96.746994,12
3,1,1,4,0,0,112,1804,4980,2674,-1.0,
4,1,1,4,1,0,112,1804,4980,91,-1.0,
5,1,1,4,1,1,112,1810,99,58,96.798866,149
5,1,1,4,1,2,352,1808,103,54,95.416977,267
5,1,1,4,1,3,611,1804,68,54,96.102722,97
5,1,1,4,1,4,799,1806,101,54,96.348183,183
5,1,1,4,1,5,1022,1810,100,61,96.658737,163
5,1,1,4,1,6,1245,1811,98,53,95.822876,151
5,1,1,4,1,7,1469,1812,99,53,96.896034,187
5,1,1,4,1,8,1688,1813,102,54,96.613297,225
5,1,1,4,1,9,1927,1814,99,53,96.705063,792
5,1,1,4,1,10,2163,1818,102,56,96.341339,125
5,1,1,4,1,11,2383,1822,99,55,95.997726,476
5,1,1,4,1,12,2616,1824,32,52,96.589668,6
5,1,1,4,1,13,2749,1821,100,55,96.393524,114
5,1,1,4,1,14,2968,1822,101,52,94.580666,279
5,1,1,4,1,15,3207,1829,103,54,93.303436,630
5,1,1,4,1,16,3413,1830,149,65,92.307297,"1,330"
5,1,1,4,1,17,3714,1830,96,54,93.057037,735
5,1,1,4,1,18,3920,1824,143,65,92.406448,"1,424"
5,1,1,4,1,19,4174,1820,138,65,91.497704,"1,254"
5,1,1,4,1,20,4432,1818,150,64,88.757622,"3,413"
5,1,1,4,1,21,4688,1821,64,53,96.775505,16
5,1,1,4,1,22,4854,1825,69,53,96.808304,45
5,1,1,4,1,23,5025,1828,67,53,96.995392,46
4,1,1,4,2,0,177,1877,4914,75,-1.0,
5,1,1,4,2,1,177,1879,34,54,97.01931,8
5,1,1,4,2,2,388,1877,65,54,93.264046,11
5,1,1,4,2,3,614,1905,64,7,92.215088,-
5,1,1,4,2,4,834,1907,65,6,92.215088,-
5,1,1,4,2,5,1054,1878,69,53,95.832611,10
5,1,1,4,2,6,1312,1881,32,52,97.0037,7
5,1,1,4,2,7,1532,1881,36,52,96.828156,4
5,1,1,4,2,8,1756,1882,32,52,97.006126,4
5,1,1,4,2,9,1961,1883,65,53,96.951447,19
5,1,1,4,2,10,2230,1889,33,53,96.605721,5
5,1,1,4,2,11,2416,1892,66,54,92.064499,32
5,1,1,4,2,12,2583,1923,64,7,92.064499,-
5,1,1,4,2,13,2816,1892,32,52,96.709465,6
5,1,1,4,2,14,3004,1891,65,53,96.610992,15
5,1,1,4,2,15,3241,1900,64,52,95.767677,27
5,1,1,4,2,16,3494,1899,68,53,96.951057,60
5,1,1,4,2,17,3745,1899,67,52,96.852196,30
5,1,1,4,2,18,3998,1894,65,53,96.87014,63
5,1,1,4,2,19,4248,1890,65,53,96.655647,34
5,1,1,4,2,20,4490,1888,91,54,89.405937,127
5,1,1,4,2,21,4686,1921,66,7,89.405937,-
5,1,1,4,2,22,4856,1927,66,5,92.968407,-
5,1,1,4,2,23,5025,1929,66,6,92.872681,-
4,1,1,4,3,0,177,1943,4913,90,-1.0,
5,1,1,4,3,1,177,1949,33,55,97.020607,7
5,1,1,4,3,2,388,1946,68,55,96.987091,10
5,1,1,4,3,3,647,1943,29,52,96.781799,1
5,1,1,4,3,4,867,1944,32,52,97.009392,6
5,1,1,4,3,5,1090,1948,29,51,96.737511,1
5,1,1,4,3,6,1310,1949,34,53,96.825478,3
5,1,1,4,3,7,1533,1951,32,52,96.84156,2
5,1,1,4,3,8,1755,1951,34,52,97.017395,4
5,1,1,4,3,9,1961,1952,64,53,96.838707,16
5,1,1,4,3,10,2233,1958,30,53,96.675682,1
5,1,1,4,3,11,2417,1962,65,53,92.990501,10
5,1,1,4,3,12,2582,1992,64,7,92.654259,-
5,1,1,4,3,13,2781,1991,65,7,92.34153,-
5,1,1,4,3,14,3001,1991,65,6,92.744156,-
5,1,1,4,3,15,3242,1970,64,51,96.452209,11
5,1,1,4,3,16,3489,1944,72,89,96.123039,28
5,1,1,4,3,17,3745,1967,66,54,95.792099,29
5,1,1,4,3,18,3998,1963,65,53,96.206337,42
5,1,1,4,3,19,4247,1958,66,55,96.391403,22
5,1,1,4,3,20,4515,1958,66,54,93.259933,93
5,1,1,4,3,21,4686,1990,65,6,92.997871,-
5,1,1,4,3,22,4856,1995,65,7,92.684471,-
5,1,1,4,3,23,5025,1998,65,6,92.684471,-
4,1,1,4,4,0,145,2013,4945,89,-1.0,
5,1,1,4,4,1,145,2019,65,54,96.64566,15
5,1,1,4,4,2,386,2014,68,56,93.304634,24
5,1,1,4,4,3,612,2043,64,6,92.989883,-
5,1,1,4,4,4,833,2043,66,8,92.524178,-
5,1,1,4,4,5,1089,2015,32,52,97.010483,6
5,1,1,4,4,6,1310,2018,33,51,96.963814,5
5,1,1,4,4,7,1534,2019,32,51,96.870209,2
5,1,1,4,4,8,1755,2021,33,51,96.966003,5
5,1,1,4,4,9,1960,2022,66,52,96.977631,12
5,1,1,4,4,10,2199,2027,65,53,96.323853,10
5,1,1,4,4,11,2416,2030,65,54,92.630264,24
5,1,1,4,4,12,2582,2061,64,7,92.630264,-
5,1,1,4,4,13,2815,2029,31,52,96.636887,6
5,1,1,4,4,14,3003,2030,64,54,96.128357,12
5,1,1,4,4,15,3239,2013,69,89,95.54998,33
5,1,1,4,4,16,3493,2039,67,52,96.801865,64
5,1,1,4,4,17,3745,2036,65,54,95.87204,42
5,1,1,4,4,18,3996,2032,66,53,96.759933,72
5,1,1,4,4,19,4247,2028,64,54,95.175354,24
5,1,1,4,4,20,4488,2026,94,55,96.456604,138
5,1,1,4,4,21,4720,2029,30,51,93.217712,1
5,1,1,4,4,22,4855,2064,66,6,93.176811,-
5,1,1,4,4,23,5024,2068,66,6,90.741867,-
4,1,1,4,5,0,177,2081,4912,79,-1.0,
5,1,1,4,5,1,177,2087,34,54,96.911346,5
5,1,1,4,5,2,388,2085,67,54,96.896629,10
5,1,1,4,5,3,646,2081,29,52,96.894455,1
5,1,1,4,5,4,866,2082,33,52,96.901474,2
5,1,1,4,5,5,1088,2084,34,51,96.89061,5
5,1,1,4,5,6,1311,2086,32,51,97.023491,7
5,1,1,4,5,7,1535,2089,29,50,96.744843,1
5,1,1,4,5,8,1757,2089,29,51,96.959969,1
5,1,1,4,5,9,1992,2090,33,52,96.943314,2
5,1,1,4,5,10,2230,2096,34,53,96.757645,5
5,1,1,4,5,11,2416,2100,65,53,96.511818,22
5,1,1,4,5,12,2616,2098,29,54,96.931519,1
5,1,1,4,5,13,2816,2101,25,50,96.858292,1
5,1,1,4,5,14,3033,2098,34,53,96.872231,3
5,1,1,4,5,15,3240,2106,65,53,96.882431,17
5,1,1,4,5,16,3491,2107,67,53,96.960442,42
5,1,1,4,5,17,3744,2105,59,55,96.475449,21
5,1,1,4,5,18,3994,2099,68,56,96.973358,48
5,1,1,4,5,19,4281,2096,30,53,96.746078,7
5,1,1,4,5,20,4516,2096,66,54,89.816032,76
5,1,1,4,5,21,4685,2129,65,5,89.816032,-
5,1,1,4,5,22,4855,2134,65,7,92.817894,-
5,1,1,4,5,23,5024,2113,65,31,88.661156,-
4,1,1,4,6,0,143,2286,4947,83,-1.0,
5,1,1,4,6,1,143,2295,67,54,96.869263,74
5,1,1,4,6,2,350,2293,105,54,96.048058,200
5,1,1,4,6,3,609,2286,68,55,96.240143,28
5,1,1,4,6,4,832,2287,67,54,96.071121,54
5,1,1,4,6,5,1053,2289,67,55,96.60807,94
5,1,1,4,6,6,1275,2291,67,55,96.56543,92
5,1,1,4,6,7,1499,2294,63,53,95.586601,91
5,1,1,4,6,8,1719,2294,69,55,96.345474,83
5,1,1,4,6,9,1924,2296,102,55,96.275833,275
5,1,1,4,6,10,2196,2302,68,54,96.068382,70
5,1,1,4,6,11,2382,2305,97,54,96.754715,217
5,1,1,4,6,12,2581,2305,65,54,96.154404,10
5,1,1,4,6,13,2779,2303,67,55,96.121437,90
5,1,1,4,6,14,2965,2302,101,58,96.669121,288
5,1,1,4,6,15,3203,2311,101,54,96.563637,339
5,1,1,4,6,16,3458,2314,101,53,96.293831,710
5,1,1,4,6,17,3709,2312,97,54,96.351562,435
5,1,1,4,6,18,3961,2305,98,56,96.624474,793
5,1,1,4,6,19,4212,2303,98,54,93.198532,617
5,1,1,4,6,20,4437,2302,143,67,89.356461,"1,845"
5,1,1,4,6,21,4718,2305,32,53,96.736511,6
5,1,1,4,6,22,4856,2310,64,54,96.61734,11
5,1,1,4,6,23,5055,2315,35,52,96.61734,2
4,1,1,4,7,0,143,2356,4946,81,-1.0,
5,1,1,4,7,1,143,2364,65,54,96.943985,13
5,1,1,4,7,2,384,2360,69,55,96.235535,33
5,1,1,4,7,3,644,2356,31,54,96.672165,6
5,1,1,4,7,4,832,2356,67,55,95.285217,10
5,1,1,4,7,5,1055,2358,64,55,96.46196,13
5,1,1,4,7,6,1275,2360,66,54,96.397804,13
5,1,1,4,7,7,1534,2362,29,53,96.981354,1
5,1,1,4,7,8,1756,2365,29,52,96.98011,1
5,1,1,4,7,9,1992,2366,32,53,96.974991,2
5,1,1,4,7,10,2197,2371,63,54,96.254967,11
5,1,1,4,7,11,2412,2374,67,54,93.303764,47
5,1,1,4,7,12,2580,2405,64,7,91.905067,-
5,1,1,4,7,13,2812,2374,32,53,96.262291,3
5,1,1,4,7,14,3000,2373,65,54,96.704216,13
5,1,1,4,7,15,3236,2380,68,53,96.395233,38
5,1,1,4,7,16,3458,2383,99,54,95.807983,103
5,1,1,4,7,17,3742,2380,64,55,96.26165,43
5,1,1,4,7,18,3966,2374,93,56,95.366745,109
5,1,1,4,7,19,4245,2374,64,55,95.409172,25
5,1,1,4,7,20,4488,2374,93,54,95.656326,177
5,1,1,4,7,21,4718,2375,29,52,95.793159,1
5,1,1,4,7,22,4888,2380,32,52,95.853027,2
5,1,1,4,7,23,5054,2383,35,54,96.553375,3
4,1,1,4,8,0,174,2426,4914,79,-1.0,
5,1,1,4,8,1,174,2433,33,54,97.016716,6
5,1,1,4,8,2,386,2429,66,54,96.977859,14
5,1,1,4,8,3,643,2426,31,52,96.980629,1
5,1,1,4,8,4,865,2427,28,51,96.758614,1
5,1,1,4,8,5,1085,2428,33,53,96.88607,3
5,1,1,4,8,6,1307,2431,33,51,96.875191,3
5,1,1,4,8,7,1530,2432,75,52,96.237808,2
5,1,1,4,8,8,1753,2434,32,51,96.899231,3
5,1,1,4,8,9,1990,2436,34,52,97.013412,8
5,1,1,4,8,10,2228,2441,32,52,95.903587,2
5,1,1,4,8,11,2415,2445,65,53,93.29306,10
5,1,1,4,8,12,2579,2474,64,7,91.043488,-
5,1,1,4,8,13,2812,2443,28,53,96.680664,1
5,1,1,4,8,14,3031,2442,33,54,96.917397,3
5,1,1,4,8,15,3237,2451,65,53,96.992317,13
5,1,1,4,8,16,3487,2453,68,52,96.962204,32
5,1,1,4,8,17,3741,2452,66,53,94.771515,20
5,1,1,4,8,18,3991,2446,65,53,96.690659,35
5,1,1,4,8,19,4252,2445,58,52,96.828201,12
5,1,1,4,8,20,4514,2445,65,52,93.243103,67
5,1,1,4,8,21,4682,2475,66,5,90.506371,-
5,1,1,4,8,22,4853,2479,66,6,92.816803,-
5,1,1,4,8,23,5021,2483,67,6,91.648399,-
4,1,1,4,9,0,174,2493,4915,82,-1.0,
5,1,1,4,9,1,174,2504,34,53,96.825668,2
5,1,1,4,9,2,420,2499,33,53,97.01799,7
5,1,1,4,9,3,643,2493,33,54,96.644455,3
5,1,1,4,9,4,865,2496,32,52,97.023048,7
5,1,1,4,9,5,1086,2498,32,52,96.894226,2
5,1,1,4,9,6,1308,2499,32,52,93.301483,2
5,1,1,4,9,7,1498,2532,65,5,90.200249,-
5,1,1,4,9,8,1755,2504,28,51,96.689621,1
5,1,1,4,9,9,1991,2505,33,52,95.949013,3
5,1,1,4,9,10,2195,2541,65,6,91.794495,-
5,1,1,4,9,11,2446,2513,32,54,93.28801,5
5,1,1,4,9,12,2579,2543,64,7,92.54023,-
5,1,1,4,9,13,2812,2512,32,53,96.907021,2
5,1,1,4,9,14,3032,2511,31,54,97.00914,6
5,1,1,4,9,15,3266,2519,37,53,96.940605,4
5,1,1,4,9,16,3489,2522,68,53,96.552139,20
5,1,1,4,9,17,3777,2519,30,53,96.934036,4
5,1,1,4,9,18,3992,2515,66,53,94.913101,20
5,1,1,4,9,19,4253,2514,58,54,96.262444,16
5,1,1,4,9,20,4515,2513,67,53,95.822311,40
5,1,1,4,9,21,4718,2514,28,52,96.134468,1
5,1,1,4,9,22,4885,2518,33,54,93.235466,2
5,1,1,4,9,23,5020,2552,69,8,91.67952,-
4,1,1,4,10,0,177,2567,4910,77,-1.0,
5,1,1,4,10,1,177,2573,30,51,96.914925,1
5,1,1,4,10,2,418,2569,77,60,93.296844,8
5,1,1,4,10,3,609,2593,65,7,92.612381,-
5,1,1,4,10,4,831,2595,66,6,92.612381,-
5,1,1,4,10,5,1085,2567,33,52,96.969383,5
5,1,1,4,10,6,1307,2567,34,52,93.286407,5
5,1,1,4,10,7,1498,2600,64,5,92.888161,-
5,1,1,4,10,8,1720,2602,64,5,92.68808,-
5,1,1,4,10,9,1958,2603,65,6,90.847137,-
5,1,1,4,10,10,2227,2579,32,53,96.898026,2
5,1,1,4,10,11,2447,2581,31,53,96.410988,6
5,1,1,4,10,12,2612,2580,28,52,96.780098,1
5,1,1,4,10,13,2810,2581,33,52,96.648926,3
5,1,1,4,10,14,3000,2581,65,52,96.496216,10
5,1,1,4,10,15,3269,2588,32,52,96.454796,9
5,1,1,4,10,16,3488,2592,66,52,95.755226,22
5,1,1,4,10,17,3747,2588,53,55,95.40831,11
5,1,1,4,10,18,3992,2584,62,53,96.639084,25
5,1,1,4,10,19,4252,2584,60,53,96.919617,10
5,1,1,4,10,20,4514,2582,66,53,93.293144,46
5,1,1,4,10,21,4682,2612,66,6,92.814392,-
5,1,1,4,10,22,4852,2617,66,6,92.897629,-
5,1,1,4,10,23,5020,2621,67,8,92.486137,-
4,1,1,4,11,0,141,2770,4946,82,-1.0,
5,1,1,4,11,1,141,2779,67,54,96.638451,19
5,1,1,4,11,2,383,2775,68,55,96.528206,77
5,1,1,4,11,3,641,2770,32,53,96.670189,7
5,1,1,4,11,4,831,2772,64,52,95.928711,11
5,1,1,4,11,5,1050,2772,67,57,96.921303,34
5,1,1,4,11,6,1271,2773,67,55,95.11956,33
5,1,1,4,11,7,1497,2776,65,53,96.819641,13
5,1,1,4,11,8,1719,2779,65,53,96.870804,13
5,1,1,4,11,9,1955,2779,67,54,96.979393,88
5,1,1,4,11,10,2226,2786,32,53,96.905975,9
5,1,1,4,11,11,2411,2789,65,54,96.744827,76
5,1,1,4,11,12,2609,2787,33,53,96.349449,3
5,1,1,4,11,13,2774,2787,70,56,96.032249,30
5,1,1,4,11,14,2995,2788,68,54,95.899025,65
5,1,1,4,11,15,3231,2797,69,53,96.467293,78
5,1,1,4,11,16,3454,2798,100,54,94.775726,236
5,1,1,4,11,17,3738,2795,66,55,96.357552,98
5,1,1,4,11,18,3955,2790,98,54,93.7761,255
5,1,1,4,11,19,4216,2789,91,55,96.68782,164
5,1,1,4,11,20,4480,2789,97,52,92.243568,517
5,1,1,4,11,21,4681,2820,65,6,92.243568,-
5,1,1,4,11,22,4884,2795,42,52,96.705376,4
5,1,1,4,11,23,5051,2798,36,53,96.582115,4
4,1,1,4,12,0,139,2977,4944,84,-1.0,
5,1,1,4,12,1,139,2986,67,54,96.8592,49
5,1,1,4,12,2,380,2983,69,54,96.748489,87
5,1,1,4,12,3,605,2977,68,55,96.649696,15
5,1,1,4,12,4,826,2978,68,53,96.570328,31
5,1,1,4,12,5,1046,2979,70,54,95.368622,40
5,1,1,4,12,6,1269,2981,69,53,96.796143,36
5,1,1,4,12,7,1493,2982,67,54,96.382599,15
5,1,1,4,12,8,1718,2986,63,52,95.30246,11
5,1,1,4,12,9,1953,2986,66,54,94.710014,36
5,1,1,4,12,10,2190,2992,67,55,96.190704,48
5,1,1,4,12,11,2377,2996,96,53,93.28479,127
5,1,1,4,12,12,2575,3024,62,8,92.304031,-
5,1,1,4,12,13,2772,2994,68,54,96.592438,32
5,1,1,4,12,14,2994,2996,68,54,96.688278,68
5,1,1,4,12,15,3201,3005,97,52,96.471954,152
5,1,1,4,12,16,3452,3005,100,54,95.269073,308
5,1,1,4,12,17,3711,3001,93,54,96.485458,179
5,1,1,4,12,18,3953,2996,99,55,94.715675,327
5,1,1,4,12,19,4215,2996,90,55,96.653671,135
5,1,1,4,12,20,4477,2995,96,54,96.487076,641
5,1,1,4,12,21,4679,2997,67,53,96.382477,14
5,1,1,4,12,22,4850,3002,67,54,96.893669,14
5,1,1,4,12,23,5017,3007,66,54,96.6539,21
4,1,1,4,13,0,141,3047,4943,82,-1.0,
5,1,1,4,13,1,141,3054,66,56,96.833679,16
5,1,1,4,13,2,382,3052,111,55,96.71273,19
5,1,1,4,13,3,606,3047,66,56,95.323853,12
5,1,1,4,13,4,828,3047,65,53,96.833199,17
5,1,1,4,13,5,1049,3050,64,53,96.404892,11
5,1,1,4,13,6,1272,3050,67,55,96.08403,15
5,1,1,4,13,7,1527,3053,32,52,96.902946,6
5,1,1,4,13,8,1717,3054,65,53,96.897285,12
5,1,1,4,13,9,1954,3056,66,53,96.538017,22
5,1,1,4,13,10,2191,3063,66,54,95.342766,20
5,1,1,4,13,11,2410,3064,65,54,93.302666,65
5,1,1,4,13,12,2575,3095,65,7,93.036858,-
5,1,1,4,13,13,2775,3063,64,54,96.755852,16
5,1,1,4,13,14,2993,3065,68,55,94.971771,23
5,1,1,4,13,15,3232,3075,67,53,95.762474,53
5,1,1,4,13,16,3452,3074,100,54,93.364098,139
5,1,1,4,13,17,3736,3071,65,53,96.087578,67
5,1,1,4,13,18,3960,3066,95,54,95.948975,152
5,1,1,4,13,19,4241,3065,66,54,96.990547,62
5,1,1,4,13,20,4476,3064,95,56,93.044991,281
5,1,1,4,13,21,4680,3098,65,6,92.990189,-
5,1,1,4,13,22,4882,3073,35,52,95.611748,4
5,1,1,4,13,23,5055,3078,29,51,95.611748,1
4,1,1,4,14,0,140,3104,4945,95,-1.0,
5,1,1,4,14,1,140,3125,67,53,95.872055,23
5,1,1,4,14,2,382,3122,63,53,96.581398,61
5,1,1,4,14,3,638,3115,35,54,96.634918,3
5,1,1,4,14,4,860,3116,33,53,96.447716,3
5,1,1,4,14,5,1048,3118,67,54,96.5336,36
5,1,1,4,14,6,1270,3118,67,55,95.705399,36
5,1,1,4,14,7,1527,3122,31,53,96.966919,7
5,1,1,4,14,8,1715,3123,67,54,95.634804,13
5,1,1,4,14,9,1946,3104,74,89,96.901031,44
5,1,1,4,14,10,2190,3131,65,54,96.609589,31
5,1,1,4,14,11,2408,3133,66,55,96.374458,87
5,1,1,4,14,12,2607,3133,32,53,95.197037,2
5,1,1,4,14,13,2773,3132,69,53,96.503998,24
5,1,1,4,14,14,2993,3134,68,55,96.282486,48
5,1,1,4,14,15,3232,3143,66,56,96.629143,99
5,1,1,4,14,16,3450,3143,102,55,94.861458,224
5,1,1,4,14,17,3710,3140,90,55,95.327347,115
5,1,1,4,14,18,3954,3136,90,54,75.843773,2241
5,1,1,4,14,19,4240,3134,66,55,96.519501,95
5,1,1,4,14,20,4476,3134,93,55,93.281944,451
5,1,1,4,14,21,4680,3167,65,5,92.345695,-
5,1,1,4,14,22,4849,3171,67,8,92.373436,-
5,1,1,4,14,23,5019,3176,66,7,91.541283,-
4,1,1,4,15,0,142,3185,4943,83,-1.0,
5,1,1,4,15,1,142,3194,77,56,94.599602,11
5,1,1,4,15,2,379,3190,69,54,94.599602,49
5,1,1,4,15,3,637,3185,35,54,97.017609,4
5,1,1,4,15,4,861,3187,32,51,96.83091,6
5,1,1,4,15,5,1049,3188,65,53,96.588371,14
5,1,1,4,15,6,1272,3189,65,52,96.588371,14
5,1,1,4,15,7,1493,3190,67,52,96.339867,10
5,1,1,4,15,8,1715,3193,66,52,96.355591,15
5,1,1,4,15,9,1952,3195,68,53,96.778801,54
5,1,1,4,15,10,2191,3201,64,53,96.189491,11
5,1,1,4,15,11,2407,3203,67,53,96.531952,34
5,1,1,4,15,12,2607,3204,30,51,96.006195,1
5,1,1,4,15,13,2806,3202,33,52,96.837593,4
5,1,1,4,15,14,2994,3204,66,53,96.374725,13
5,1,1,4,15,15,3229,3213,68,53,96.678696,47
5,1,1,4,15,16,3452,3214,100,54,95.832077,120
5,1,1,4,15,17,3738,3213,62,50,96.272369,55
5,1,1,4,15,18,3958,3206,97,54,94.083885,130
5,1,1,4,15,19,4240,3204,66,54,96.650856,73
5,1,1,4,15,20,4475,3204,101,57,96.106575,258
5,1,1,4,15,21,4712,3206,33,51,96.728577,2
5,1,1,4,15,22,4881,3211,34,54,93.240875,2
5,1,1,4,15,23,5019,3246,66,6,92.197319,-
4,1,1,4,16,0,175,3253,4908,91,-1.0,
5,1,1,4,16,1,175,3264,30,54,96.77507,1
5,1,1,4,16,2,414,3261,34,53,96.880501,5
5,1,1,4,16,3,639,3254,29,55,96.507423,1
5,1,1,4,16,4,862,3255,29,53,96.766907,1
5,1,1,4,16,5,1083,3258,30,51,96.79364,1
5,1,1,4,16,6,1303,3257,33,54,97.00325,1
5,1,1,4,16,7,1525,3261,33,53,96.922119,2
5,1,1,4,16,8,1747,3262,33,54,96.609222,3
5,1,1,4,16,9,1987,3265,31,52,96.993958,6
5,1,1,4,16,10,2222,3270,33,54,96.231552,3
5,1,1,4,16,11,2406,3272,66,53,93.240997,31
5,1,1,4,16,12,2574,3302,64,8,91.313759,-
5,1,1,4,16,13,2804,3270,33,55,96.889885,3
5,1,1,4,16,14,3026,3273,33,54,96.740761,9
5,1,1,4,16,15,3263,3283,33,53,96.707611,7
5,1,1,4,16,16,3483,3253,69,89,96.850342,44
5,1,1,4,16,17,3769,3254,36,90,54.003189,1)
5,1,1,4,16,18,3988,3275,62,53,96.994644,44
5,1,1,4,16,19,4245,3272,62,55,96.700012,16
5,1,1,4,16,20,4510,3273,65,53,96.746498,69
5,1,1,4,16,21,4711,3275,32,53,96.358536,1
5,1,1,4,16,22,4881,3281,34,52,96.191032,2
5,1,1,4,16,23,5052,3286,31,51,96.393921,1
4,1,1,4,17,0,174,3324,4910,81,-1.0,
5,1,1,4,17,1,174,3332,29,54,96.78215,1
5,1,1,4,17,2,381,3330,66,53,96.908241,12
5,1,1,4,17,3,639,3324,30,53,96.543053,1
5,1,1,4,17,4,862,3326,28,50,96.689178,1
5,1,1,4,17,5,1081,3326,33,53,97.023651,7
5,1,1,4,17,6,1304,3327,32,52,97.023033,7
5,1,1,4,17,7,1526,3329,32,53,96.883339,2
5,1,1,4,17,8,1747,3332,33,52,96.861847,2
5,1,1,4,17,9,1986,3333,32,53,97.009254,6
5,1,1,4,17,10,2222,3340,32,53,96.180389,3
